CP2,Actual_MarketShare
1001,0.01041732219777098
1002,0.0009484264004523648
1003,7.804933741722636e-06
1004,0.010552838629856487
1005,0.004497883459512423
1006,0.0009302539735768198
1007,0.008651463154721425
1008,0.005620822639565817
1009,0.0002284066550059947
1010,0.0016024632819767017
1012,0.0020027049841091957
1013,0.0013886032833537183
1015,0.0003037417285237274
1191,0.0012294369008195192
1200,0.00015012986233091624
1307,0.015343153744455483
1330,0.007524442375248656
1400,0.017687719646187542
1428,0.11703303862261517
1470,0.0074659585397470855
1474,0.0051827719882480755
1520,0.023505351670323717
2001,9.192369206052455e-05
2002,0.00023989209466038713
2005,0.00013933263182542424
2006,0.0010005385459944509
2008,2.0149670354679386e-05
2124,0.005247883029334509
2240,0.0009892882747374785
2270,0.0006229578319732272
2450,0.023158791313761702
2480,0.010651508288177215
2600,0.0002779646103417029
2640,0.000653088146353559
2660,0.002131184652312991
2690,0.015822392261013583
3001,0.1496620893283967
3002,0.02576424291872542
3003,0.0813737727233502
3004,0.09259559726101013
3005,0.10503483114949522
3006,0.03981234222957412
3007,0.03981352737553975
3008,0.06739440233148453
3009,0.10564182651068019
3010,0.07986215999217164
3011,0.014593404708563587
3012,0.07553966007639651
3013,0.11077777297815274
3014,0.07340987678079618
3015,0.1319563393164072
3016,0.10952369876770439
3100,0.007501465458607965
3108,0.03665166102973237
3109,0.02499416365936233
3110,0.04840323783858964
3111,0.1063371724456869
3112,0.04886592171285782
3113,0.05507421192058404
3114,0.14888092204675418
3130,0.02037511623610657
3139,0.006339343229239602
3140,0.00810536873379634
3149,0.12077821209198436
3150,0.06384097767104824
3158,0.012177917819733097
3159,0.037011979419847615
3160,0.05910813337066072
3169,0.034814055712824955
3170,0.07934155891851176
3176,0.041047200522651005
3177,0.0498300100523623
3178,0.0517010966559791
3179,0.06319140014160819
3181,0.021796213470048398
3182,0.050636885716922174
3183,0.017672831577422013
3184,0.18687770376426377
3185,0.09189233803112924
3186,0.027076207710980384
3187,0.0628942969841332
3188,0.12674654216746917
3189,0.017262987376121496
3190,0.015042017542645397
3191,0.0034726374289776405
3193,0.037639139442478466
3194,0.03199917238646055
3195,0.028587347084691413
3201,0.011915745788992698
3202,0.02764825594804284
3203,0.006658125229875005
3204,0.0017488300889431509
3205,0.00707932392785269
3206,0.0010142502420116904
3207,0.01108212169651489
3208,0.02966912199307255
3290,0.03313809264869624
3291,0.20621531631520534
3292,0.008259538857046918
3293,0.01391415742420108
3294,0.00954746009320372
3295,0.009939541353635301
3296,0.009053738383136282
3300,0.005541600793103146
3310,0.029308649898421496
3312,0.0010292553072099048
3313,0.010519993823012616
3314,0.01302171981218595
3316,0.006863818232362344
3319,0.07149431685260925
3320,0.007599318028425489
3322,0.006685974630974255
3330,0.005762198362223817
3339,0.049522693016245185
3340,0.002006607049154221
3349,0.00552521669867364
3350,0.006876464191356006
3360,0.02481858131559109
3369,0.004647492415821891
3370,0.0037709120807591723
3380,0.020639474431053635
3390,0.011431874000658145
3400,0.005186993967833756
3410,0.00475723806940986
3420,0.019672231350740626
3430,0.021154549870096517
3440,0.020306966543386217
3450,0.0006756053903985884
3460,0.0020106099752987194
3469,0.011265433810722963
3501,0.053930462248830004
3502,0.014903373593521958
3503,0.0339790002532564
3509,0.073958628478689
3510,0.05167858250874613
3516,0.06899663773780103
3517,0.031412658754944825
3518,0.01691711056723294
3520,0.07887464604351352
3530,0.054611870839293225
3540,0.0788668295410162
3550,0.11278452787034143
3559,0.08007748816813871
3560,0.06410924139607084
3569,0.06567338057130345
3570,0.05919372819252551
3578,0.02442526085310118
3579,0.09949003835456485
3580,0.049041748702108784
3581,0.06773628426080867
3590,0.015452899965877407
3599,0.33478106885839526
3600,0.004985896773169853
3610,0.011418912921535396
3630,0.008029358684783197
3638,0.03007108173868695
3640,0.002528062543728896
3650,0.002093526143208587
3658,1.3245768947755703
3660,0.011848170003213873
3668,0.00433614976285454
3669,0.013097462627852084
3670,0.013984038771806711
3679,0.015148981459624884
3680,0.008468571705419991
3688,0.01870783668072378
3689,0.03992934908501274
3690,0.020634597695714053
3698,0.01920176565434231
3699,0.058846224509909666
3700,0.05704037814306056
3709,0.08566955371425265
3710,0.017476175617774866
3720,0.017514595841590014
3724,0.06272939446547833
3725,0.03553998606936471
3726,0.03744555312247104
3727,0.04706866852448532
3728,0.05921914696350492
3729,0.01660766862067552
3730,0.03419579159319607
3737,0.024945690210672035
3738,0.011345135488944835
3739,0.010539969583977411
3740,0.0702207337583223
3749,0.04558960844380828
3750,0.06277693056613232
3759,0.09409872294592633
3760,0.12916366635190882
3769,0.07498619899487019
3770,0.08344751756680514
3778,0.11634335145154906
3779,0.09138845109784484
3780,0.045972963855072047
3786,0.031202293185078535
3788,0.02034325269770371
3789,0.006739997166622816
3790,0.03508372736800838
3791,0.045138819159905204
3792,0.030182281007675876
3793,0.006264053646202892
3794,0.3828396048516642
3795,0.07178918449292038
3801,0.005816226650110015
3802,0.007017272019310881
3803,0.00281844697586069
3804,0.0035226286063167423
3810,0.02836860151577359
3812,0.020604971548367775
3813,0.01236248956497542
3815,0.168293103876431
3820,0.0022331995606306512
3830,0.010751893244370307
4001,0.07800576614102946
4002,0.09095921233691735
4003,0.09472327905649085
4004,0.11440500312326797
4005,0.08288398518443105
4006,0.1296704465694494
4007,0.0853046920283831
4008,0.07199997386475489
4009,0.028725628093774973
4100,0.033748871577924285
4110,0.009256711026504728
4113,0.0014120948164257727
4116,0.04735169369098663
4117,0.0024796046131117066
4118,0.049227886671755636
4120,0.029543012737869308
4130,0.036731536710638495
4131,0.0182613508874635
4140,0.02241079525418727
4149,0.12130675842173272
4150,0.18960168465437982
4151,0.0007902735562310031
4160,0.08630524691358024
4200,0.013811935271499041
4212,0.008171200281107013
4213,0.004043552905032981
4230,0.016608390866238054
4240,0.05983266537773521
4250,0.06212905386386115
4260,0.01395407595851753
4271,0.008417845941443942
4275,0.024182219546457957
4279,0.004946222569173389
4280,0.00989979706623786
4288,0.04241550824733211
4400,0.019646536461181755
4409,0.006536826975129269
4410,0.08548011446304626
4420,0.02381463953849874
4450,0.012838906322973936
4459,0.0015307950634567467
4460,0.13170487773222478
4470,0.020834231801948964
4479,0.008718622986376701
4500,0.03351409460105112
4510,0.0006084090069622062
4531,0.04009963110788582
4550,0.003964039398012472
4560,0.012836324042640193
4567,0.012123478587835242
4600,0.0021427847479529643
4610,0.004622940968187553
4619,0.006616392285024964
4620,0.003027709714874386
4621,0.021023515548952303
4628,0.029469887398962762
4630,0.0021120252430508893
4638,0.012009577566117252
4639,0.05502049366202208
4640,0.0017964047601688256
4648,0.036235247474967244
4650,0.004028205128205128
4660,0.00880605139255221
4661,0.0031469147061092637
4662,0.17955021651068587
4690,0.01818499076645679
4693,0.007664921745040076
4700,0.002591906829868598
4710,0.013342550700663938
4711,0.01567502091778487
4712,0.02134874007930518
4715,0.002117242166108914
4716,8.9136924624125e-05
4717,0.00038189101897672615
4720,0.07857466839148364
4721,0.038776018922852984
4727,0.024988600778538563
4729,0.03190650974247173
4738,0.028086270380087347
4740,0.00946041323031513
4745,0.0011178195499121678
4750,0.005368737619629909
4760,0.018376274228977293
4770,0.003614364041748506
4778,0.027982724874478768
4800,0.0008216075942847975
4810,0.002554861651622518
4813,0.002347445427035285
4814,0.0005068864407877089
4815,0.03219365988663694
4820,0.0008161159593247309
4850,0.0010135944071037607
4859,0.003349856189951655
4860,0.011363384576859061
4867,0.007746674979540121
4868,0.07977631337131455
4869,0.016331634449732516
4870,0.0007854209163335661
4878,0.0019752605294304434
4889,0.24130255175506926
4890,0.040594603227779316
5001,0.00032906076064516274
5003,0.0003570524476623654
5350,0.022107307853842923
5500,0.0024921356938065685
5600,0.0018085275247443635
6001,0.07641126128326427
6002,0.06734532846735648
6003,0.03554556775319961
6004,0.061794172627187845
6005,0.020333760309410514
6006,0.11761241449151617
6007,0.07102577842893855
6008,0.029128776969329494
6009,0.037229994283550734
6010,0.05310395286937311
6011,0.011997127223842156
6100,0.005116735963313768
6106,0.025089682462456617
6107,0.02829714695855015
6109,0.3010334062937314
6110,0.0034086304700162075
6130,0.000736099057487213
6131,0.00477677719362171
6132,0.004191553671636039
6140,0.008333750742743213
6150,0.003038176020375546
6160,0.0007292579404289168
6170,0.013508567536079881
6171,0.009117694993180707
6175,0.0012620691214616357
6176,0.0008913132508190753
6178,0.009582813786883963
6180,0.07082449395104481
6181,2.435762691713233
6182,0.013667679837892605
6183,0.007530754247562357
6184,0.0023291995717107943
6185,0.00780023848197771
6186,0.009876334577628454
6187,0.11847765518778557
6190,0.011476971789400466
6191,0.00741863485371568
6192,0.017394767510237247
6193,0.3947709146728068
6194,0.06564686787734768
6195,0.046507903479505966
6196,0.002171015409990123
6200,0.0010934987852583228
6207,0.0018701556516788876
6220,0.0018287570986222719
6228,0.0019006681846458985
6230,0.0010913087805829364
6249,0.028139361161741417
6260,9.959581174001281e-05
6290,0.014699226452297893
6300,0.0007175315717630017
6340,9.280857658187541e-05
6360,0.0020184236904384474
6370,0.016646771392513384
6380,0.0031416252398395257
6400,0.00034612047238268234
6410,0.0024206702694142563
6411,0.0016097563554841165
6450,0.0001699186859311055
6458,0.012567469279944876
6480,0.0018398494198129966
6488,0.047126368336955764
6490,0.00023337446246430205
6498,0.004900372573849097
6499,0.007189808226604323
6500,0.005317589013812251
6510,0.005151333931359846
6518,0.014593381128249693
6700,7.446188843388655e-05
6712,0.0010486156841412089
6760,0.00027516034751052235
6800,0.000634641202946076
6810,0.004555860547859196
6820,0.04053035312789314
6830,0.008783167398635104
6870,0.012395413696932134
6880,0.0011721637304372625
6900,0.001429317654103535
6920,0.02288235070003211
6930,4.295855573335624e-05
8002,7.092582539432623e-05
8003,8.486271034645608e-05
8012,4.633512901432448e-06
8013,0.00041384766309136384
8014,8.402446900440413e-05
8015,1.8033742031012934e-05
8016,6.988728986068457e-05
8018,2.3448250947797705e-05
8020,2.0940539446741182e-05
8021,0.00017301678551315283
8023,0.00013684859903093885
8027,8.539758294274976e-06
8028,0.00010661758583225582
8029,1.9434872769605415e-07
8032,0.0001800920209609818
8037,8.28868360648618e-05
8041,2.9275716331519514e-06
8224,3.8898129159116154e-05
8389,0.0003039789899326761
8392,2.5907713966710793e-05
8398,0.006318429556745286
8471,0.00010788296746440886
8476,0.00729319469320604
8490,0.0005463200100399663
8500,0.00024629305732328395
8503,3.6805485022882755e-05
8540,2.26230559639618e-05
8700,3.1211698250606416e-06
8784,1.1919506634209895e-05
8820,6.686195973164653e-05
8840,0.0001064330029544712
8911,1.0102612850115947e-05
8915,0.0001596569215928014
8924,1.4149829629570422e-05
9001,0.09474017631060172
9002,0.012569721357647702
9003,0.06740890074693408
9004,0.025332942786904875
9005,0.04748757938061061
9006,0.14571432597097125
9007,0.030758397160049758
9100,0.002347586316890414
9107,0.036614346256474646
9109,0.022566438570147236
9110,0.013575818666177943
9119,0.02050077000690351
9120,0.004111641669314189
9123,0.06719548595494132
9126,0.12260880795557277
9128,0.021653033057294824
9129,0.15864742623303899
9130,0.07763978736250517
9131,0.024136297606265397
9133,0.05016726660928085
9140,0.05216999847662309
9141,0.003774248277835694
9146,0.024084778420038536
9191,0.06575242927576469
9192,0.04851308990564636
9193,0.006217702683645428
9194,0.0338093714465737
9195,0.05905172111055704
9196,0.03552581944232044
9197,0.060551758144046564
9198,0.009861187423351984
9199,0.019079100413018798
9200,0.0022815519236568877
9220,0.003118377678361196
9228,0.05433107359008379
9230,0.1857056457056457
9239,0.025582749447337853
9240,0.011515768703658807
9246,0.2201858894333114
9250,0.013816016917571734
9257,0.009135499693439608
9258,0.05725317089646979
9260,0.02283699729171484
9280,0.09035303043827546
9292,0.026892874963888962
9300,0.0023007590627587833
9310,0.002708774325708433
9311,0.04454654887040261
9312,0.09499249812453113
9313,0.1328537346302074
9320,0.022305877020934103
9340,0.007959183673469388
9344,0.021977029294102463
9347,0.00209639716522578
9348,0.13078226082568972
9349,0.050772315812374076
9350,0.0075377651187630325
9351,0.013284125199692324
9390,0.027491891765311978
9391,0.015624858038431834
9400,0.003955585283061546
9441,0.025088453550144555
9500,0.02405445567284855
9515,0.0006064761531617569
9530,0.13379243277472463
9540,0.01825443386434406
9550,0.03541836221408476
9560,0.03460816339206812
9569,0.022558146751695138
9580,0.006307696438640615
9585,0.9458519928347515
9587,0.14252149616388027
9589,0.081922099915326
9591,0.005644396802231722
9592,0.11255237369715018
9600,0.0061731707658944784
9613,0.12776711522104206
9615,0.06515690902758968
9620,0.0689969520048081
9640,0.1468494022981852
9679,0.43210378964989754
9690,0.10663879465353376
10001,0.0010416099561373177
10002,0.002151790688984708
10004,0.0005085389098816729
10005,0.0006857816372235174
10100,0.0004665984985350916
10110,0.00010392744663846831
10120,0.0017839943046191215
10137,0.000759671685143687
10170,0.0026565600945268495
10190,0.003284628654450365
10210,0.0023343946441185285
10252,0.01121584008097166
10411,0.026099726659988793
10513,0.06281671159029649
10514,0.058098019146246016
10560,0.013407128046889032
10600,0.0001068410521725366
10730,0.05637145087966375
10810,0.0005117859292804898
10865,0.01630416573598392
10879,0.004013669558304
10892,0.024823352980155547
10910,0.0026688447515866524
10940,0.010773351286479525
11001,0.00802253736733672
11002,0.028181949004673745
11003,0.019222366569357007
11004,0.03433158891236254
11005,0.047691128234116274
11006,0.008126273785965504
11007,0.08870209781881054
11008,0.0345499548936099
11009,0.0474672021310549
11010,0.01402778560537728
11011,0.06950454097833464
11012,0.04115987334025936
11100,0.1533733891541647
11130,0.06635989648772281
11139,0.04711070487031188
11140,0.004307727265883048
11149,0.04200505812297317
11150,0.0033836869588553635
11159,0.03357961021294232
11160,0.0016294237418094007
11190,0.0012284436119053403
11201,0.0754208668047231
11202,0.03151638555585897
11203,0.16048207540143308
11204,0.1075793290342569
11205,0.10073999861023386
11206,0.02059263963038915
11207,0.014148641648663045
11300,0.010700442991463806
11310,0.004770044880479156
11311,0.04609484725926272
11312,0.026473030525329094
11313,0.04991733102283247
11315,0.021958162202097266
11350,0.011116479749397876
11360,0.04332845509314049
11368,0.058618730259142604
11369,0.03789698453448773
11370,0.014199440295789218
11379,0.023366181073964994
11380,0.06665642490797906
11390,0.05851815894506981
11391,0.07168776345036705
11393,0.0007134593493443862
11402,0.0001959158385070212
11404,0.0005105313760636203
11405,0.0006831247151870605
11406,0.00030772208350441456
11407,0.00042916231908658384
11408,0.0032863657185048718
11500,0.0016031277166213863
11510,0.023726935066837776
11518,0.0659617809322894
11519,0.04302078299468424
11520,0.00046456063726302673
11540,2.3310437446366195e-05
11550,0.00258685483486385
11580,0.0057014052153433435
12001,0.07236446280478935
12002,0.05710574922928117
12003,0.06671974874678076
12004,0.0787588430691691
12005,0.02686408238834029
12006,0.06789651508209824
12100,0.03646877298035508
12110,0.03774020770461788
12118,0.0019484140979520819
12119,0.012487642312721241
12120,0.023410671579567523
12124,0.06541778635803606
12125,0.025608494173752647
12127,0.09197267615201721
12130,0.037529721483936705
12131,0.035081904212902915
12134,0.04144961042470463
12140,0.02177680568042972
12150,0.011583489043655512
12159,0.25413936737970233
12166,0.015009784984496519
12180,0.0025752119174115478
12181,0.0023096982963738463
12182,0.3059754123103098
12183,0.07414693149987267
12185,0.07390719882312907
12186,0.059587083751570104
12190,0.055769490876466404
12191,0.030161627728991513
12192,0.03926505611068688
12193,0.024174094860790137
12194,0.022821953625525054
12200,0.07930296027544484
12230,0.14297762117262403
12318,0.14191707235185497
12410,0.00567063903055971
12412,0.03756110958527877
12414,0.08203863124833102
12415,0.027586725349225006
12428,0.052671567033109996
12431,0.0524337325080732
12489,0.021460237623123924
12500,0.00738467754424328
12520,0.019678069333735778
12526,0.0070554183024045215
12527,0.018675966468859825
12528,0.014405540629064567
12529,0.05089615802000784
12530,0.025679021942931233
12539,0.007338596975980007
12540,0.059849421655395627
12549,0.06605215939171064
12550,0.0380005491378458
12560,0.009000475243491568
12579,0.02122717330438675
12590,0.00791709288601166
12592,0.002832674488791662
12593,0.013326879314534999
12594,0.03567940543988222
12596,0.001559734769476419
12597,0.17144230769230767
12598,0.0020371070751501303
12600,0.0072630410281541834
12609,0.07487746941864652
13100,5.764462859030952e-05
13180,0.001834876525371156
13332,8.775525362368677e-05
14001,0.04052749884869312
14002,0.029733517971050585
14003,0.03605725520650239
14004,0.0760247240668304
14005,0.08706459872705763
14006,0.05594093253514831
14007,0.04588938407885542
14008,0.07853340102890509
14009,0.05552390761322553
14010,0.0791854889017901
14011,0.08829651592617799
14012,0.07213577923917414
14013,0.008189344696587596
14014,0.037348831384862224
14029,0.005272421446902962
14100,0.001415055578425702
14120,0.003161659542395621
14129,0.004466325881604673
14140,0.006048454593812424
14191,0.0019220995594073972
14193,0.01449786818843229
14200,0.0022154605396409108
14220,0.0033201354594963057
14240,0.0031488635866633624
14280,0.006358734804780786
14300,0.018330205461623533
14350,0.03233532140752489
14400,0.002159310360578692
14412,0.01699890959257318
14420,0.0003629340089530187
14430,0.0005511560044365354
14440,0.0016253486365551699
14447,0.026934579439252336
14490,0.0019429836086201856
14491,0.0004495251138078391
14500,0.001166464847496643
14510,0.0016235066018085223
14520,0.0006496905093532477
14530,0.004742131303009698
14540,0.0008249452223915292
14548,0.0009464128486525582
14550,0.00030631672693290504
14600,0.004684407821757661
14610,0.008994388660066473
14620,0.0023792855860707233
14630,0.005339456656942082
14640,0.0034887721884105365
14650,0.00530720113820519
14660,0.0018572626153755144
14700,5.76714544227446e-05
14710,0.007921628432940619
14711,0.024959125030121987
14720,0.04921435368314715
14730,0.006312480359588725
14740,0.002529447106987662
14820,0.03773015099853872
14840,0.00276341670875309
14850,0.0034205232771733563
14860,0.0004645206479812883
14900,0.00029544653443137756
14914,0.0011195498756589118
14920,0.003071438202031305
14940,0.00033167868245318334
15001,0.00041169988003333106
15003,0.0015134058885973
15006,0.00024001380403716193
15008,0.01931756067481572
15009,0.001242833580210591
15113,0.0016034005399957012
15155,0.008237762080866929
15174,5.606805259884184e-05
15291,0.007179125153964986
15365,0.001992732737011872
15509,0.002936420332247916
15570,0.0019706106928258807
15600,0.001560788237104908
15621,0.018709454349000537
15623,0.021637533717052865
15660,5.304951553768681e-05
15679,4.904989823455277e-05
15701,8.102924244466027e-05
15702,0.0020631027530629478
15705,0.004614202806326053
15866,0.0034618653229069223
15883,0.0009116041200529683
15895,0.0009859917513036212
15896,0.004617816873351841
15920,0.008898122718788268
15940,0.04467370779550194
15960,0.0037418836181765083
15965,0.004732829159434664
15966,0.0021097988146907515
15970,0.00536629377505867
15981,0.017072604964045463
15992,0.020543523867927575
16004,4.1791602911454425e-05
16192,0.04811936378619571
16708,0.05381353443516463
17001,0.09773673332595981
17002,0.11271494715119125
17003,0.08094327101402629
17004,0.08327914246247438
17005,0.041102609371813176
17006,0.091399433127763
17007,0.11506334865487974
17100,0.01098289011266226
17111,0.0009147133148817856
17116,0.006285483041487863
17118,0.009243289461630073
17120,0.028030777094530755
17123,0.21601781388406294
17130,0.008619362942367259
17136,0.016022112141458884
17140,0.0012901178302697955
17142,0.01747668263171162
17143,0.007296904866931333
17150,0.06829474283040737
17152,0.07771801029567368
17160,0.03829551844831127
17162,0.05395245161223259
17164,0.04824525212077725
17170,0.026486221935159357
17174,0.012240836962119582
17180,0.036114690183091665
17181,0.07561149129344806
17184,0.055511453696667025
17185,0.040774450283771774
17190,0.07542014815697932
17199,0.05919618949129023
17200,0.0019611349223643
17210,0.003841738885271432
17211,0.0058271359705433495
17212,0.004214804980967455
17220,0.003926539540956919
17230,0.004916713673627986
17240,0.03228178287790469
17241,0.11087896870357782
17242,0.028325152411104424
